start,duration
6971531022,2110
6971907568,4890
6975907591,2993
6979907581,5239
6983907560,3468
6987907565,3390
6991907583,3014
6995907585,3215
6999907570,4185
7003907563,3165
7007907573,3085
7011907592,4373
7015907577,3621
7019907590,4167
7023907591,3863
7027907583,3920
7031907576,3516
7035907576,3092
7039907590,3285
7043907572,3192
7047907583,3145
7051907571,3956
7055907591,2910
7059907573,3398
7063907580,5002
7067907581,6959
7071907577,4777
7075907562,3950
7079907588,5075
7083907583,3851
7087907577,13830
7091907586,3564
7095907596,3674
7099907588,3281
7103907578,3007
7107907572,3389
7111907568,4166
7115907567,4749
7119907571,3082
7123907582,3199
7127907584,3400
7131907575,3070
7135907566,3022
7139907570,4684
7143907595,3187
7147907573,3237
7151907591,2988
7155907569,4440
7159907568,3084
7163907589,3056
7167907571,2984
7171907586,3179
7175907587,3182
7179907582,4092
7183907581,3700
7187907587,5111
7191907573,4373
7195907575,3524
7199907588,4128
7203907576,3423
7207907586,4900
7211907578,3394
7215907582,3136
7219907601,3318
7223907588,3354
7227907576,3078
7231907581,3098
7235907576,3065
7239907567,3088
7243907576,3594
7247907566,11877
7251907583,3857
7255907568,3184
7259907558,6456
7263907583,3070
7267907585,3401
7271907569,4467
7275907570,2974
7279907559,10071
7283907572,3804
7287907586,3507
7291907577,5392
7295907567,3067
7299907573,3354
7303907567,3230
7307907583,2989
7311907584,2932
7315907566,3324
7319907567,4584
7323907594,3017
7327907595,3076
7331907567,8826
7335907583,3232
7339907593,2992
7343907567,3481
7347907575,4631
7351907582,3630
7355907571,3224
7359907578,3116
7363907588,5434
7367907587,5029
7371907588,4069
7375907589,5440
7376058403,3185
7379907561,5206
7383907561,3530
7387907570,4239
7391907575,2977
7395907599,3130
7399907572,3002
7403907597,3382
7407907578,3757
7411907590,3201
7415907571,3956
7419907564,3198
7423907577,3159
7427907581,3321
7431907566,3152
7435907575,3976
7439907565,3917
7443907579,3236
7447907567,3209
7451907585,3693
7455907583,3966
7459907584,3508
7463907568,3551
7467907604,4164
7471907588,13730
7475907581,4632
7479907586,3668
7483907568,3052
7487907569,5413
7491907571,4908
7495907585,3741
7499907589,4425
7503907570,3377
7507907565,3793
7511907583,3149
7515907585,7120
7516517986,4179
7519907574,4149
7523907576,3525
7527907568,2995
7531907585,3035
7535907573,16951
7539907587,4672
7543907580,3193
7547907571,3087
7551907591,3452
7555907565,7005
7559907593,7608
7563907575,5246
7567907587,20331
7571907570,6347
7575907581,3963
7579907562,5678
7583907575,6432
7587907584,4296
7591907584,4152
7595907600,4832
7599907573,16565
7603907593,4607
7607907605,4088
7611907585,4429
7615907601,3390
7619907571,4399
7623907570,3526
7627907598,3166
7631907584,3223
7635907569,3114
7639907587,3236
7643907571,3591
7647907582,4451
7651907578,3004
7655907569,3008
7659907583,3221
7663907571,3719
7667907588,3005
7671907584,3201
7675907577,4107
7679907585,6379
7683907584,3204
7687907579,3297
7691907570,3283
7695907590,3746
7699907579,4640
7703907564,4680
7707907580,3432
7711907569,3306
7715907573,3135
7719907561,3005
7723907581,3218
7727907562,3585
7731907591,3053
7735907570,3085
7739907584,4649
7743907584,3072
7747907560,3025
7751907568,4051
7755907585,3573
7759907571,3190
7763907560,3079
7767907575,3238
7771907557,4952
7775907571,4051
7779907575,4046
7783907566,3151
7787907585,4384
7791907562,3876
7795907581,4996
7799907578,4911
7803907578,5231
7807907572,4016
7811907576,4981
7815907572,3760
7819907573,5117
7823907580,4299
7827907564,3911
7831907574,3031
7835907578,3876
7839907583,3338
7843907587,2996
7847907579,3745
7851907595,3691
7855907566,3376
7859907588,4312
7863907592,3157
7867907587,9108
7871907591,3437
7875907586,4874
7879907584,4468
7883907582,7153
7887907578,4631
7891907576,3723
7895907580,3742
7899907570,3992
7903907591,3625
7907907600,3057
7911907578,3123
7915907569,3246
7919907584,5963
7923907564,4059
7927907583,3542
7931907573,3252
7935907572,3506
7939907588,3599
7943907589,3022
7947907570,3926
7951907582,12304
7955907577,3417
7959907559,3191
7963907596,3614
7967907574,3540
7971907579,3101
7975907577,3048
7979907590,5272
7983907585,3266
7987907592,4529
7991907583,3046
7995907586,3174
7999907578,3347
8003907559,3038
8007907595,3019
8011907582,3851
8015907579,5198
8019907580,3175
8023907567,2909
8027907574,3221
8031907590,3617
8035907565,4164
8039907567,4160
8043907565,3238
8047907584,3369
8051907568,3269
8055907559,2959
8059907577,3297
8063907578,4746
8067907587,3148
8071907570,3059
8075907571,3364
8079907567,3584
8083907568,2963
8087907573,4292
8091907582,4402
8095907584,3362
8096675537,4354
8098286317,2354
8099907587,4710
8103907580,3139
8107907583,3350
8111907567,3225
8115907575,3194
8119907561,4077
8123907600,3701
8127907565,3747
8131907576,3397
8135907573,4757
8139907595,3282
8143907582,11936
8147907589,3089
8151907584,3477
8155907587,3494
8159907576,4070
8163907562,3142
8167907572,3206
8171907590,4924
8175907594,13032
8179907587,3454
8183907567,3161
8187907570,3658
8191907561,3439
8195907581,4119
8199907586,3063
8203907576,3795
8207907580,3282
8211907566,3160
8215907577,3341
8219907582,4678
8223907570,3113
8227907569,3312
8231907584,3533
8235907573,3749
8239907588,10277
8243907564,3150
8247907566,3168
8251907581,3209
8255907571,3110
8259907555,3423
8263907571,3230
8267907570,4124
8271907589,3980
8275907588,3107
8279907569,4085
8283907577,3179
8287907559,3384
8291907566,5381
8295907587,3080
8299907569,4197
8303907589,3245
8307907591,2927
8311907584,3561
8315907586,3212
8319907570,3611
8323907587,3847
8327907581,3164
8331907582,9091
8335907572,3255
8339907589,4125
8343907572,3107
8347907580,3204
8351907577,3055
8355907584,3235
8359907569,3289
8363907578,5890
8367907571,5224
8371907566,3742
8375907557,3335
8379907571,3522
8383907582,3384
8387907563,3364
8391907572,3548
8395907560,3342
8399907573,4828
8403907591,4262
8407907576,3100
8411907588,3178
8415907583,3178
8419907556,3677
8423907582,3034
8427907585,3364
8431907576,13069
8435907580,3075
8439907574,3151
8443907568,3308
8447907572,3599
8451907566,5012
8455907592,3391
8459907562,4818
8463907586,10924
8467907566,3355
8471907559,3188
8475907590,4106
8479907587,3425
8483907576,5003
8487907563,4262
8491907598,3298
8495907582,5173
8499907579,3055
8503907574,3296
8507907565,4133
8511907563,3254
8515907592,7927
8519907587,5638
8523907583,3529
8527907575,3643
8531907573,3371
8535907571,3081
8539907561,3203
8543907580,3165
8547907558,3045
8551907562,3123
8555907566,3846
8559907570,23112
8563907589,3670
8567907584,3185
8571907565,3032
8575907579,3521
8579907580,4662
8583907572,3308
8587907565,3295
8591907574,4015
8595907570,3364
8599907569,12784
8603907590,3261
8607907594,3328
8611907578,4581
8615907565,4035
8619907583,3248
8623907593,3282
8627907579,3892
8631907585,3392
8635907597,6505
8639907577,5831
8643907566,3319
8647907575,3414
8651907564,3489
8655907580,3194
8659907585,3164
8663907565,4133
8667907579,4006
8671907584,3471
8675907580,3569
8679907561,3115
8683907577,3288
8687907572,3610
8691907591,3048
8695907562,3270
8699907569,6768
8703907592,4676
8707907574,3817
8711907577,3936
8713121026,15476
8715907561,5449
8719907592,3266
8723907589,4578
8727907577,5236
8731907571,4883
8735907582,3395
8739907588,3589
8743907572,4299
8747907589,3331
8751907575,12330
8755907582,3115
8759907579,4909
8763907592,4394
8767907569,4143
8771907554,4096
8775813602,8851
8775907632,3057
8779907585,3112
8783907567,3017
8787907582,4231
8791907586,3242
8795907577,3880
8799907583,3125
8803907581,3442
8807907580,3242
8811907574,3100
8815907570,2975
8819907589,5216
8823907573,4394
8827907569,4639
8831907562,6008
8835907577,4497
8839907568,4271
8843907575,3224
8847907569,13881
8851907575,4164
8855907594,3333
8859907588,3099
8863907582,3653
8865037445,24886
8865323117,6243
8865456249,5052
8865723518,4905
8865988732,5020
8866130083,4971
8866356152,4946
8866622424,4943
8867907583,4171
8871907566,10528
8875907586,3702
8879907586,4760
8883907573,3445
8887907591,3387
8891907592,2931
8895907565,5350
8899907589,3258
8903907576,4501
8907907570,3148
8911907565,3168
8915907582,3083
8919907594,3099
8923907559,4244
8927907574,3197
8931907584,3055
8935907576,3118
8939907572,3778
8943907588,3265
8947907572,5565
8951907559,4598
8955907580,3791
8959907576,4089
8963907569,3441
8967907594,3431
8971907578,3272
8975907584,10502
8979907562,3320
8983907578,3136
8987907584,3250
8991907562,3015
8995907566,4465
8999907604,5667
9003907562,3244
9007907580,3315
9011907580,3537
9015907588,3716
9019907578,3153
9023907569,3041
9027907575,4853
9031907572,4493
9035907569,3241
9039907582,3947
9043907594,3340
9047907582,3246
9051907576,3873
9055907584,3121
9059907571,4754
9063907573,3104
9067907591,3076
9071907581,3328
9075907582,3283
9079907586,3182
9083907579,3262
9087907569,3336
9091907560,3256
9095907568,3159
9099907574,3104
9103907589,3387
9107907569,4939
9111907581,3266
9115907576,3167
9119907562,4210
9123907587,3314
9127907581,3134
9131907577,3849
9135907587,3168
9139907596,3183
9143907567,3755
9147907585,4973
9151907579,5016
9155907593,3458
9159907563,3541
9163907576,3729
9167907574,2997
9171907585,3291
9175907591,3209
9179907560,4186
9183907574,4479
9187907586,4121
9191907591,3058
9195907576,3075
9199907580,2945
9203907570,3239
9207907591,3277
9211907566,3075
9215907585,3048
9219907575,3840
9223907587,3347
9227907574,3199
9228098114,4471
9231907573,3451
9235907587,4443
9239907574,4261
9243907556,3194
9247907571,3032
9251907584,3324
9255907572,3401
9259907560,3395
9263907574,13953
9267907582,3454
9271907572,3184
9275907569,3018
9279907569,2983
9283907565,3324
9287907566,3310
9291907573,4002
9295907582,2921
9299907575,4278
9303907580,3248
9307907591,3103
9311907590,4561
9315907587,3287
9319907578,3133
9323907587,3217
9327907597,3005
9331907584,9568
9335907574,3188
9339907577,3687
9343907565,3219
9347907579,3164
9351907577,3083
9355907588,3046
9359907567,4146
9363907584,3321
9367907577,3153
9371907578,3047
9375907594,3295
9379907596,4029
9383907580,3083
9387907561,3209
9391907575,5221
9392057885,2980
9395907570,3996
9399907575,3079
9403907582,3056
9407907573,3278
9411907579,3087
9415907583,3016
9419907578,3867
9423907568,3377
9427907587,3257
9431907591,3159
9435907588,3170
9439907569,3206
9443907587,3826
9447907560,3110
9451907597,2928
9455907591,3242
9459907569,3716
9463907578,4425
9464778196,11140
9467907565,3288
9471907580,3918
9475907569,3369
9479907581,4519
9483907569,3198
9487907583,3692
9491907581,4042
9495907576,3961
9499907558,4358
9503907571,5005
9507907573,4618
9511907561,4459
9515907588,10686
9519907576,4309
9523907565,4309
9527907587,3416
9531907574,3431
9535907558,3227
9539907569,5198
9543907594,3111
9547907571,4034
9551907583,21280
9555907575,12176
9559907579,4195
9563907590,3403
9567907574,3152
9571907567,3067
9575907588,3043
9579907558,3288
9583907579,4686
9587907575,5790
9591907575,3570
9595907570,4268
9599907587,11901
9603907589,3597
9607907564,4374
9611907588,4793
9615907585,3521
9619907581,3429
9623907591,3433
9627907592,3091
9631907579,3485
9635907561,4542
9639907570,3523
9643907576,3492
9647907567,3182
9651907572,5553
9655907566,3046
9659907564,5583
9663907596,3334
9667907561,4125
9671907565,3398
9675907556,3259
9679907591,3360
9683907570,3340
9687907564,5881
9691907578,3527
9695907561,3384
9699907577,3431
9703907567,3632
9707907579,3164
9711907577,3726
9715907572,3208
9719907572,6258
9723907586,3151
9727907581,2866
9731907583,3337
9735907580,4036
9739907581,3224
9743907570,2920
9747907578,3539
9751907578,3151
9755907573,4653
9759907578,2994
9763907583,3370
9767907590,3806
9771907574,3046
9775907584,2973
9779907570,4139
9783907585,3205
9787907578,4203
9791907581,3679
9795907574,4443
9799907573,3704
9803907567,3194
9807907576,3102
9811907574,3816
9815907570,3046
9819907582,3061
9823907583,4009
9827907558,3998
9831907581,3943
9835907596,3322
9839907589,4490
9843907592,3301
9847440534,4041
9847501975,2307
9847907590,3270
9851907584,5574
9855907566,4708
9859907580,4950
9863907587,3607
9867907583,3549
9871907582,10435
9875907564,3416
9879907579,3065
9883907580,3339
9887907578,3220
9891907572,3112
9895907588,3111
9899907566,4303
9903907563,4908
9907907591,4083
9911907573,3429
9915907562,3206
9919907578,3567
9923907580,4500
9927907577,3177
9931907570,3002
9935907593,3563
9939907588,3324
9943907568,3125
9947907568,3240
9951907564,3065
9955907572,3245
9959907573,3897
9963907564,3928
9967907585,3089
9971907564,4308
9975907570,6931
9979907604,5828
9983907584,4465
9987907608,4421
9991907575,4561
9995907597,3965
9999907595,15146
10003907585,5492
10007907591,5379
10011907592,6559
10015907574,8157
10019907593,6900
10023907581,4135
10027907579,3307
10031907585,3125
10035907569,3564
10039907589,3246
10043907597,3367
10047907579,3528
10051907577,4002
10055907568,3551
10059907569,3111
10063907590,3565
10067907581,5645
10071907572,3206
10075907580,12970
10079907579,4205
10083907559,4163
10087907570,3607
10091907579,3102
10095907577,3470
10099907553,4103
10103907585,3325
10107907573,3116
10111907585,8885
10115907566,4161
10119907586,3221
10123907564,3053
10127907579,5576
10131907571,3798
10135907581,3245
10139907566,5396
10143907570,5320
10147907564,3768
10151907582,3502
10155907557,3544
10159907581,4153
10163907573,3184
10167907571,3534
10171907559,4304
10175907587,3875
10179907573,3240
10183907584,3152
10187907574,4274
10191907584,3778
10195907576,4287
10199907589,4781
10203907568,3309
10207907576,3543
10211907563,3490
10215849647,15792
10215907577,4197
10219907576,3069
10223907594,3400
10227907574,3173
10231907572,4978
10235907580,3833
10239907579,4666
10243907589,4931
10247907576,3290
10251907575,3219
10255907589,4811
10259907590,4348
10263907598,3201
10267907583,3005
10271907569,3183
10275907572,6214
10279907592,3127
10283907584,2954
10287907563,17417
10291907570,5402
10295907601,3355
10298287926,3617
10299907569,3544
10303907578,3098
10307907592,3079
10311907570,3369
10315907559,2994
10319907589,6781
10323907590,4956
10327907586,3791
10331907587,12026
10335907564,3479
10339907555,3230
10343907571,3110
10347907580,3242
10351907571,12920
10355907585,3279
10359907586,4099
10363907576,3064
10364262908,3052
10367907586,3255
10371907576,3159
10375907578,3132
10379907579,5034
10383907555,3225
10387907574,3391
10391907584,3039
10395907584,3249
10399907586,3084
10403907582,2980
10407907575,3089
10411907563,3198
10415907576,3110
10419907581,4083
10423907570,3227
10427907578,3361
10431907585,3154
10435907580,3038
10439907595,4045
10443907572,3298
10447907577,12626
10451907566,3172
10455907582,2980
10459907579,5434
10463907587,5247
10467907578,4030
10471907580,3367
10475907568,3578
10479907573,4837
10483907583,4592
10487907561,4535
10491907562,3405
10495907568,3361
10499907581,4346
10503907564,3084
10507907581,3218
10511907568,3083
10515907579,7171
10519907589,3602
10523907582,3475
10527907569,3444
10531907567,3194
10535907580,5727
10539907570,3235
10543907572,23227
10547907575,3357
10551907583,3627
10555907585,12580
10559907576,8254
10563907599,4266
10567907572,4315
10571907600,5027
10575907584,13795
10579907587,3918
10583907573,4209
10587907584,4498
10591907578,3023
10595907580,4328
10599907584,12202
10603907568,3544
10607907594,3429
10611907577,3254
10615907586,7370
10619907578,4908
10623907588,3082
10627907566,3075
10631907571,3224
10635907586,3630
10639907570,3803
10643907566,3306
10647907569,3158
10651907564,3377
10655907580,2956
10659907578,4020
10663907573,4807
10667907581,4943
10671907591,3102
10675907592,4717
10679907588,5501
10683907583,3727
10687907564,4870
10691907574,6116
10695907580,3295
10699907576,3273
10703907587,11839
10707907563,3527
10711907578,5783
10715907574,5261
10719907577,3858
10723907589,4098
10727907572,3633
10731907560,4045
10735907581,4108
10739907563,7286
10743907593,3465
10747907581,3706
10751907569,3308
10755907584,3158
10759907576,4384
10763907582,3465
10767907589,15076
10771907562,3071
10775907583,3048
10779907587,3264
10783907592,3150
10787907564,3201
10791907578,2945
10795907562,4673
10799907569,4169
10803907584,3020
10807907570,3084
10811907586,4684
10815907570,3873
10819907593,3085
10823907577,3188
10827907580,3179
10831907579,12706
10835907581,3128
10839907575,3065
10843907572,3405
10847907590,3099
10851907591,3818
10855907589,3484
10859907568,6220
10863907584,3927
10867907579,3629
10871907581,10764
10875907572,3531
10879907580,3777
10883907589,3406
10887907429,3746
10891907563,3144
10895907583,3392
10899907583,4926
10903907567,3241
10903936091,3790
10904080481,2451
10907907599,3382
10911907563,3419
10915907575,3084
10919907566,4147
10923907580,3293
10927907568,3284
10931907586,3115
10935907580,3988
10939907577,3161
10943907576,5073
10947907574,3195
10951907562,5126
10955907579,3554
10959907590,3943
10963907588,3214
10967907578,3353
10971907591,3134
10975907578,3034
10979907593,4153
10983907576,3597
10987907577,5304
10991907593,3848
10995907587,3203
10999907569,3320
11003907585,4053
11007907573,3116
11011907590,3128
11015907596,3309
11019907564,5090
11023907578,11789
11027907571,4321
11031907582,3660
11035907576,3387
11039907576,4338
11043907589,3470
11047907570,3218
11051907586,3261
11055907586,4162
11059907583,3739
11063907578,4889
11067907579,3527
11071907580,3062
11075907587,3365
11079907582,3294
11083907593,3240
11087907559,13447
11091907569,3587
11095907584,3303
11099907587,4160
11103907587,3574
11107907578,5043
11111907591,3989
11115907570,3447
11119907587,3161
11123907568,4878
11127907572,4935
11131907590,3666
11135907572,3347
11139907599,3348
11143907581,3374
11147907586,4882
11151907577,3879
11155907594,3575
11159907579,4550
11163907572,3464
11167907565,3209
11171907586,3205
11175907571,3623
11179907575,3072
11183907572,2936
11187907575,3259
11191907584,3457
11195907569,3101
11199907587,3557
11203907576,3105
11207907590,3695
11211907570,4946
11215907578,3262
11219907599,4978
11223907575,3286
11227907561,3156
11231907568,3204
11235907585,3024
11239907582,3035
11243907586,3375
11247907591,4728
11251907572,3171
11255907564,4172
11259907577,3421
11263907572,3389
11267907578,3416
11271907559,6885
11275907578,5683
11279907597,18564
11283907573,4846
11287907587,4274
11291907591,4248
11295907586,3081
11299907570,3031
11303907572,3477
11307907591,4970
11311907576,3279
11315907567,4197
11319907585,3242
11323907576,3309
11327907592,2976
11331907580,3064
11335907591,14201
11339907572,5205
11343907586,3502
11347907564,3202
11351907579,4846
11355907579,3400
11359907582,3988
11363907565,4102
11367907590,3057
11371907568,3234
11375907555,3444
11379907603,3756
11383907584,3135
11387907569,3024
11391907578,3404
11395907588,4205
11399907570,4016
11403907590,3391
11407907575,7838
11408047325,4464
11411907585,5572
11415907570,4392
11419907574,4699
11423907561,3539
11427907588,3719
11431907572,3421
11435907573,3310
11439907585,3324
11443907579,3671
11447907562,3064
11451907578,3391
11455907557,3429
11459907570,4149
11463907582,2965
11467907584,4264
11471907584,5313
11475907559,4278
11479907583,4089
11483907567,5555
11487907582,3983
11491907597,4649
11495907580,4126
11496989028,3942
11498635662,2427
11499907578,3678
11503907591,3140
11507907572,3260
11511907572,3265
11515907567,6492
11519907562,5871
11523907573,4237
11527907577,3310
11531907568,3135
11535907583,3255
11539907580,4794
11543907571,3853
11547907557,3417
11551907581,4640
11555907562,5652
11559907583,4791
11563907579,4021
11567907585,23557
11571907870,4880
11575907597,4092
11579907595,5825
11583907569,6313
11587907580,4213
11591907592,4173
11595907585,5394
11599907597,6127
11603907588,16274
11607907590,7316
11611907568,4536
11615907560,3955
11619907567,3919
11623907577,4196
11627907586,4861
11631907590,3369
11635907564,4089
11639907583,5688
11643907587,3614
11647907585,3199
11651907583,3218
11655907571,3042
11659907572,3787
11663907566,3827
11667907584,4056
11671907571,5153
11675907585,4670
11679907588,5093
11683907578,5539
11687907583,3846
11691907582,4464
11695907584,3301
11699907567,3977
11703907585,3175
11707907579,4668
11711907582,5231
11715907591,3322
11719907580,3255
11723907589,3449
11727907582,3714
11731907589,4154
11735907574,3023
11739907577,3371
11743907571,3078
11747907568,3222
11751907578,3920
11755907574,3377
11759907564,6335
11763907566,3782
11767907567,3990
11771907570,3271
11775907592,3130
11779907570,3727
11783907577,3059
11787907597,3453
11791907571,4461
11795907576,4221
11799907575,3020
11803907566,3882
11807907575,3228
11811907559,3170
11815907575,3935
11819907563,4276
11823907593,4102
11827907577,4930
11831907570,5150
11835907570,4495
11839907592,3334
11843907577,3878
11847907584,3471
11851907568,3805
11855907584,3460
11859907585,3915
11863907580,3174
11867907590,4342
11871907592,6761
11875907592,14002
11879907588,7230
11883907582,7592
11887907565,6105
11891907570,6041
11895907585,4186
11899907587,4249
11903907574,3726
11907907584,3078
11911907579,3821
11915907570,3611
11919907573,3160
11923907582,2989
11927907582,3048
11931907583,3061
11935907586,3118
11939907574,5312
11943907577,3504
11947907580,3521
11951907561,3305
11955907596,3144
11959907582,2894
11963907591,4709
11967907587,3281
11971907567,3391
11975907573,3113
11979907566,4075
11983907600,31879
11987907564,4802
11991907563,4046
11995907560,3320
11999907569,5517
12003907582,3432
12007907562,3413
12011907573,4072
12015907563,5313
12019907575,3198
12023907587,3313
12027907571,4158
12031907585,3114
12035907576,3145
12039907577,3102
12043907576,4204
12047907570,10272
12051907588,3479
12055907565,2985
12059907590,5043
12063907587,4258
12067907576,3981
12071907563,5021
12075907589,4692
12079907603,6086
12083907592,5490
12087907602,4009
12091907587,4600
12095907594,5502
12099907585,4440
12103907599,4124
12107907574,4155
12111907587,3597
12115907569,3079
12119907575,4375
12123907566,3175
12127907569,3132
12131907586,2939
12135907585,11633
12139907560,3311
12143907568,3084
12147907581,4050
12151907577,2953
12155907562,3384
12159907566,3074
12163907569,3073
12167907569,4763
12171907566,3132
12175907568,14792
12179907585,3913
12183907560,3045
12187907595,3220
12191907562,4136
12195907582,3111
12199907588,3837
12203907562,3285
12207907580,3255
12211907588,3244
12215907578,2874
12219907580,3055
12223907570,3223
12227907584,3957
12231907571,3251
12235907579,10234
12239907579,4166
12243907584,2991
12247907571,2983
12251907590,4105
12255907563,3191
12259907574,3163
12263907580,2926
12267907580,3140
12271907588,3162
12275907569,5416
12279907611,3779
12283907573,4483
12287907589,4768
12291907573,4137
12295907580,3829
12299907581,5794
12303907600,3326
12307907568,2982
12311907585,2948
12315907575,3202
12319907583,3120
12323907574,3028
12327907592,3008
12331907582,3192
12335907586,12076
12339907572,3220
12343907590,3021
12347907570,3293
12351907568,3271
12355907576,4090
12359907595,3679
12363907566,3377
12367907577,3197
12371907586,5132
12375907582,2913
12379907568,3187
12383907574,3129
12387907586,3172
12391907573,3129
12393377605,11555
12395907576,3184
12399907585,3070
12403907582,3143
12407907568,3159
12410095158,4768
12411907586,3401
12415907587,3535
12419907577,4650
12423907570,2961
12427907577,3238
12431907594,13212
12435907585,3226
12439907562,3018
12443907593,3180
12447907559,3099
12451907578,3066
12455907572,2904
12459907576,3894
12463907587,11268
12467907581,3309
12471907570,3193
12475907584,5064
12479907599,6555
12483907589,5088
12487907572,3999
12491907600,4297
12495907577,5160
12499907587,4131
12503907583,4771
12507907590,4031
12511907592,3278
12515907588,6634
12516576100,5056
12519907565,4178
12523907579,3634
12527907583,3289
12531907571,4270
12535907582,3898
12539907560,6971
12543907588,6560
12547907584,5344
12551907585,4593
12555907588,17311
12559907569,28802
12563907578,6683
12567907576,3892
12571907570,3168
12575907574,4960
12579907582,2976
12583907574,3350
12587907569,3174
12591907586,3290
12595907571,3015
12599907566,4857
12603907577,10915
12607907583,3327
12611907563,2939
12615907577,3203
12619907588,3457
12623907575,3117
12627907589,3064
12631907581,3305
12633702692,3897
12635308137,2452
12635907571,3278
12639907570,3044
12643907564,3067
12647907583,3245
12651907589,3228
12655907575,3200
12659907574,4171
12663907574,3182
12667907577,3936
12671907582,3099
12675907581,5288
12679907592,4392
12683907572,4054
12687907577,4460
12691907578,4167
12695907602,4156
12699907603,4150
12703907584,2946
12707907587,3065
12711907568,3264
12715907561,3198
12719907579,4053
12723907585,2966
12727907572,3248
12731907589,3200
12735907570,3146
12739907559,2990
12743907565,3164
12747907574,3171
12751907595,12713
12755907577,3153
12759907569,3152
12763907589,3146
12767907567,3937
12771907573,4124
12775813607,9373
12775907630,3041
12779907578,5519
12783907575,3079
12787907577,3773
12791907587,5991
12795907568,3584
12799907572,3342
12803907595,3215
12807907562,3342
12811907581,3504
12815907571,3079
12819907577,2929
12823907573,3162
12827907578,3317
12831907566,3643
12835907585,3504
12839907582,4249
12843907573,4911
12847907594,12053
12851907586,3815
12855907580,3177
12859907564,3242
12863907569,3224
12867907571,3481
12871907575,3195
12875907570,17163
12879907574,6639
12883907604,4874
12887907597,4918
12891907597,3962
12895907582,4007
12899907579,5004
12903907591,4793
12907907582,4714
12911907596,3446
12915907572,4174
12919907585,3297
12923907580,3480
12927907558,4697
12931907586,4866
12935907586,4053
12939907592,3044
12943907586,3228
12947907577,3841
12951907571,3163
12955907570,2997
12959907581,4241
12963907563,3184
12967907563,3051
12971907587,3295
12975907573,3306
12979907574,5235
12983907575,4903
12987907581,3498
12991907560,3255
12995907568,3262
12999907585,3783
13003907584,3034
13007907559,3014
13011907576,3328
13015907587,3518
13019907571,4524
13023907574,3369
13027907577,3186
13031907575,4439
13035907589,4272
13039907585,4630
13043907568,4079
13047907583,3235
13051907591,3454
13055907578,4435
13059907577,3770
13063907584,3324
13067907585,3797
13071907574,13410
13075907575,6216
13079907596,6215
13083907590,6083
13087907584,3984
13091907602,3900
13095907590,4292
13099907582,3224
13103907587,3019
13107907565,3034
13111907584,3675
13115907596,4940
13119907588,4917
13123907572,4027
13127907589,3984
13131907593,4014
13135907587,3274
13139907593,4629
13143907580,3923
13147907572,3576
13151907563,3401
13155907568,3533
13159907588,3102
13163907580,3049
13167907565,3222
13171907570,3117
13175907564,3403
13179907581,2998
13183907580,3219
13187907583,5310
13191907585,3234
13195907572,3010
13199907571,4095
13203907588,3145
13207907570,4066
13211907570,3076
13215907569,3448
13219907591,3925
13223907601,4029
13227907563,4324
13231907567,3458
13235907558,3152
13239907596,3006
13243907573,2847
13247907575,3189
13251907566,3071
13255907570,3226
13259907579,3984
13263907593,3248
13267907594,3567
13271907572,3340
13274724483,4810
13274749061,18586
13274782853,6994
13274820750,6536
13275907596,5983
13279907578,4437
13283907578,4515
13287907584,4847
13291907603,5251
13295907573,15634
13299907594,4574
13303907575,4707
13307907583,4653
13311907581,3670
13315907591,3551
13319907567,5132
13323907554,3683
13327907593,3155
13331907579,3079
13335907597,10807
13339907575,3869
13343907577,4545
13347907570,3070
13351907562,2956
13355907592,3166
13359907558,4488
13363907565,3113
13367907574,3776
13371907590,3561
13375907585,3312
13379907563,3930
13383907572,3131
13387907576,3054
13391907570,6175
13395907591,3790
13399907573,2952
13403907573,3213
13407907570,3031
13411907584,3656
13415907573,2883
13419907584,3005
13423907578,5072
13424042397,3327
13427907577,5891
13431907586,3012
13435907572,3132
13439907572,4294
13443907595,2919
13447907556,3241
13451907590,4947
13455907584,3918
13459907571,3157
13463907575,2966
13467907580,3442
13471907570,3292
13475907589,5243
13479907597,3885
13483907581,4287
13487907578,4164
13491907590,3925
13495907594,5094
13499907602,7703
13503907596,4499
13507907574,4442
13511907583,4611
13515907576,6733
13519907581,3256
13523907562,3130
13527907589,3029
13531907572,2908
13535907567,3007
13539907564,3560
13543907575,2923
13547907566,2905
13551907568,21762
13555907563,14157
13559907567,5131
13563907574,3832
13567907562,4536
13571907580,3212
13575907585,3536
13579907575,2956
13583907571,3295
13587907574,4130
13591907638,3485
13595907570,5253
13599907588,3361
13603907569,10692
13607907577,3242
13611907580,3065
13615907586,3048
13619907591,4267
13623907578,4352
13627907596,3029
13631907562,3164
13635907565,3670
13639907573,3118
13643907574,3687
13647907572,3045
13651907590,2926
13655907560,2939
13659907578,3401
13663907564,3450
13667907585,3165
13671907579,3990
13675907582,5693
13679907583,6366
13683907580,6541
13687907581,4420
13691907575,4341
13695907581,4783
13699907880,5012
13703907814,4129
13707907571,5673
13711907579,3630
13715907583,3698
13719907574,3128
13723907579,3481
13727907580,3164
13731907587,2906
13735907590,2867
13739907590,4871
13743907574,3177
13747907587,3087
13751907582,2953
13755907572,3072
13759907566,3265
13763907596,2981
13767907587,2925
13768323284,4575
13769388223,2508
13771907565,4924
13775907590,14329
13779907578,3117
13783907589,2955
13787907598,3178
13791907565,3411
13795907580,3011
13799907579,5479
