start,duration
1811907594,5769
1815907606,6080
1819907558,6233
1823907614,6514
1827907605,5693
1831907587,5586
1835907588,5728
1839907600,5891
1843907585,5799
1847907587,5833
1851907593,8091
1855907871,6917
1859907596,8406
1863907588,24188
1867907568,7519
1871907616,6234
1875907600,6000
1879907612,5369
1883907602,5546
1887907606,6197
1891907577,5940
1895907606,5643
1899907581,6535
1903907598,5462
1907907588,5225
1911907589,5540
1915907622,5911
1919907589,8444
1923907588,5748
1927907600,6512
1931907597,7526
1935907594,6120
1939907596,5407
1943907584,6157
1947907571,5752
1951907577,5740
1955907588,8375
1959907600,5630
1963907597,5807
1967907583,9071
1971907593,5080
1975907583,5792
1979907587,8768
1983907603,5199
1987907597,5802
1991907562,7337
1995907618,6167
1999907627,5657
2003208278,7102
2003218514,2036
2003907613,5727
2007907603,5944
2011907604,5827
2015907597,5401
2019907621,6059
2022012785,3301
2023907568,6069
2025183733,3739
2027907605,5443
2031907607,10631
2035907624,7178
2039907602,7769
2043907593,6044
2047907615,5333
2051907619,5253
2055907606,7427
2059907615,8017
2063907599,5492
2067907608,5532
2071907586,5425
2075907605,5816
2079907601,5573
2083907603,6075
2087907590,6280
2091907601,5288
2095907599,5582
2099907616,8481
2100300768,5283
2103907597,5706
2107907603,5142
2111907621,5598
2115907586,7289
2119907613,5981
2123907607,6037
2127907605,10652
2127924901,11988
2131907607,5505
2135907578,5987
2139907575,5573
2143907611,6070
2147907591,5744
2151907591,5233
2155907591,5873
2159907587,26676
2163907590,8104
2167907564,5877
2171907601,8379
2175907592,6245
2179907603,7119
2183907584,5565
2187907604,5673
2191907594,5731
2195907629,5854
2199907583,5647
2203907587,7285
2207907612,6041
2211907557,6513
2215907577,5971
2219907605,8425
2223907611,5879
2227907575,6166
2231907591,5577
2235907617,5641
2239907608,7715
2243907590,5485
2247907567,5888
2251907609,5545
2255907616,5794
2259907598,5661
2263907612,5596
2267907593,8694
2271907588,5761
2275907586,5768
2279907583,8462
2283907589,5890
2287907590,5425
2291907594,5770
2295907584,5570
2299907600,5943
2303907584,7324
2307907594,5172
2311907606,6098
2315907555,6607
2319907559,5820
2323907555,5496
2327907581,22966
2331907615,6472
2335907566,5113
2339907598,7930
2343907575,6976
2347907581,6087
2351907614,5705
2355907614,4990
2359907618,5595
2363907589,7490
2367907583,6448
2371907590,7660
2375907622,8817
2379907607,6000
2383907600,7324
2387907616,5258
2391907579,5499
2395907580,5317
2399907616,7880
2403907591,5068
2407907595,5451
2411907581,5032
2415907566,6622
2419907585,5744
2423907597,5491
2427907617,7284
2431907618,4411
2435907630,5009
2436815280,7155
2436833834,2787
2438431986,28926
2439907577,6410
2443907571,5040
2447907572,26044
2451907602,5511
2455907581,5127
2459907579,7558
2463907620,4667
2467907618,4988
2471907604,4883
2475907611,6741
2479907574,5322
2483907586,5187
2487907592,5053
2491907612,5037
2495907585,4653
2499907586,5023
2503907580,5936
2507907611,6199
2511907589,7574
2514734467,8250
2515907576,7026
2519907560,10204
2523907594,4127
2527907578,4487
2531907572,5597
2535907601,5708
2539907592,7488
2543907575,25631
2547907590,3965
2551907593,5927
2555907594,5555
2559907599,4259
2563907580,4219
2567907594,6780
2571907570,5623
2575907831,5027
2579907582,12376
2583907589,4436
2587907586,3984
2591907590,18021
2595907593,7713
2599907584,3420
2603907574,3031
2607907587,3372
2611907571,3073
2615907579,3647
2619907570,3043
2623907562,3657
2627907567,3442
2631907578,3380
2635907560,3038
2639907574,5023
2643907571,3620
2647907591,3574
2651907584,3856
2655907574,5460
2659907569,3776
2663907592,3485
2667907575,3161
2671907576,3165
2675907584,3557
2679907588,4728
2683907566,5854
2687907571,4242
2691907594,4402
2695907586,3353
2699907582,4587
2703907565,3734
2707907592,3881
2711907578,3408
2715907580,3067
2719907580,3201
2723907580,3358
2727907563,3095
2731907567,3174
2735907584,15099
2739907568,3401
2743907595,4375
2747907586,3642
2751907556,3351
2755907557,4325
2759907590,4361
2763907564,3695
2767907568,11534
2771907558,3404
2775907581,3030
2779907568,3207
2783907589,4960
2787907583,4145
2791907576,3170
2795907578,3659
2799907570,3372
2803907588,3418
2807907560,3138
2811907575,3177
2815907564,3316
2819907586,3982
2823907562,3246
2827907576,5215
2831907563,16940
2835907582,4370
2839907590,3739
2843907592,7904
2847907580,3697
2851907563,4760
2855907577,3131
2859907575,3577
2863907571,3116
2867907561,3451
2871907571,3176
2875907576,3453
2879907586,6543
2883907583,3091
2887907572,3027
2891907555,4606
2895907574,3404
2899907570,3146
2903907582,3148
2907907569,3729
2911907563,3913
2915907597,3433
2919907563,3949
2923907573,3331
2927907584,3248
2931907570,3664
2935907573,4093
2939907595,4490
2943907583,3160
2947907561,3089
2951907579,2971
2955907563,3470
2959907575,3317
2963907559,3046
2967907566,3132
2971907578,3117
2975907565,3085
2979907584,3042
2983907572,3194
2987907578,5645
2991907570,3099
2995907564,3988
2999907562,3757
3003907594,3137
3007907563,3197
3011907573,3028
3015907583,3395
3019907568,3184
3023907587,3301
3027907584,3089
3031907578,3066
3035907579,3301
3039907572,5095
3043907582,3654
3047907570,3960
3051907574,3271
3055907569,4358
3059907556,4310
3063907564,3294
3067907573,3396
3071907594,5366
3075907572,4182
3079907569,3119
3083907565,3418
3087907578,3252
3091907580,3065
3095907580,3249
3099907575,5313
3103907574,3275
3107907590,4489
3111907569,3363
3115907597,3201
3119907578,4355
3123907565,3275
3127907571,3250
3131907562,3877
3135907570,3167
3139907586,3239
3143907575,3235
3147907569,3103
3151907582,3150
3155907573,3645
3159907569,3265
3163907568,3155
3167907575,3183
3171907570,2999
3175907584,3212
3179907565,4871
3183907586,3170
3187907571,3079
3191907579,4696
3195907561,3084
3199907572,3091
3203907559,3763
3207907585,3158
3211907586,3278
3215907583,20123
3219907558,3925
3223907559,3272
3227907586,3255
3231907568,3164
3235907575,3061
3239907581,5005
3243907571,3179
3247907593,3072
3251907577,4148
3255907589,3248
3259907579,3541
3263416285,11612
3263907580,3816
3267907574,2979
3271907587,3363
3275907592,3234
3279907565,12344
3283907566,6323
3287907597,4303
3291907599,3587
3295907574,3291
3299907561,4673
3303907580,3586
3307907580,4252
3311907592,3184
3315907588,3119
3319907573,3505
3323907584,4315
3327907577,15205
3331907570,3288
3335907588,4113
3339907563,3214
3343907577,5641
3344044263,4377
3347907576,4070
3351907576,3180
3355907571,3272
3359907573,4742
3363907584,3044
3367907578,3191
3371907583,3258
3375907600,3039
3379907589,3353
3383907566,3760
3387907578,3114
3391907558,3098
3395907584,4774
3399907567,3806
3403907586,3527
3407907583,3084
3411907564,3854
3415907565,3099
3419907584,4391
3423907581,3042
3427907575,3089
3431907590,3228
3435907570,3139
3439907578,10146
3443907594,3045
3447907588,3341
3451907590,6399
3455907579,3345
3459907565,3002
3463907579,3551
3467907587,3404
3471907569,2966
3475907579,3017
3479907588,4686
3483907585,3756
3487907570,3628
3491907599,3627
3495907590,3201
3499907577,3315
3503907589,3308
3507907570,3630
3511907577,6542
3515907562,6481
3519907570,3287
3523907584,3006
3527907581,3437
3531907586,4339
3535907582,3786
3539907558,5231
3543907564,3567
3547907584,4192
3551907569,4076
3555907577,5727
3559907588,4471
3563907612,7699
3567907591,22459
3570172249,34510
3571287339,7526
3571907591,5791
3575907569,5699
3579907599,4566
3583907578,5419
3587907572,4146
3591907601,4199
3595907603,11747
3599907587,7921
3603907877,4255
3607907581,4678
3611907580,5183
3615907575,4095
3619907578,4486
3623907577,3996
3627907563,3394
3631907579,3392
3635907568,4313
3639907571,3647
3643907580,3332
3647907584,3302
3651907572,3513
3655907562,3756
3659907569,4275
3663907589,3019
3667907567,2921
3671907558,3660
3675907596,3571
3679907554,3267
3683907570,3964
3687907569,3333
3691907570,3238
3695907571,3175
3699907563,3364
3703907596,4875
3707907565,3746
3711907564,3792
3715907583,4967
3719907562,5569
3723907586,5457
3727907570,3485
3731907582,3270
3735907558,3513
3739907581,3584
3743907563,4035
3747907576,4361
3751907564,3492
3755907572,4586
3759907576,17547
3763907567,3273
3767907584,3354
3771907590,3374
3775907578,4445
3779907563,4554
3783907581,4492
3787907585,3481
3791907567,3048
3795907581,3261
3799907562,4087
3803907571,5434
3807907590,5736
3811907579,4197
3815907586,4223
3819907564,3538
3823907585,3582
3827907559,4685
3831907581,4366
3835907576,3317
3839907560,4617
3843907559,3481
3847907579,3863
3851907584,3986
3855907582,10497
3859907561,3327
3863907578,4286
3867907558,8814
3871907579,3063
3875907582,3298
3879907567,4441
3883907583,3349
3887907588,3071
3891907576,3288
3895907590,3212
3899907579,4611
3903907585,5350
3907907575,4026
3911907562,3983
3915907582,3035
3919907586,3618
3923907562,3490
3927907583,3235
3931907568,4711
3935907568,3471
3939907570,3347
3943907571,3381
3947907569,3141
3951907577,2965
3955907562,3866
3959907580,4141
3963907581,3168
3967907568,3724
3971907584,3108
3975907598,3573
3979907575,4377
3983907558,3314
3987907578,3756
3991907566,3284
3995907596,3830
3999907561,3641
4003907563,3733
4007907584,4689
4011907578,3191
4015907589,3511
4019907554,4359
4023907572,3358
4027907565,4884
4031907577,3564
4035907579,4803
4039907573,3275
4043907583,3451
4047907578,3874
4051907556,3100
4055907585,4011
4059907566,3071
4063907571,4540
4067907579,3324
4071907568,3306
4075907573,3066
4079907582,13513
4083907575,3847
4087907589,3132
4091907564,3316
4095907576,3342
4099907588,4164
4103907581,4056
4107907582,4690
4111907571,5396
4115907582,4346
4119907586,4349
4123907564,3496
4127907575,4033
4131907574,3321
4135907561,3119
4139907577,5219
4143907567,3244
4147907578,3364
4151907569,3987
4155907562,4287
4159907581,3627
4163907585,3672
4167907558,3419
4171907560,3823
4175907589,3911
4179907593,4535
4183907581,5403
4187907573,3901
4191907571,4289
4195907595,4911
4199907567,4577
4203907585,3294
4207907592,3225
4211907584,4813
4215907575,3002
4219907589,2985
4223907590,3308
4227907574,3329
4231907586,3098
4235907580,3768
4239907559,3265
4243907570,4174
4244488735,4221
4244910803,11303
4247907560,3268
4251907576,2916
4255907590,3174
4259907577,4004
4263907564,3260
4267907586,3172
4271907584,3036
4275907570,3164
4279907577,3076
4283907586,3280
4287907566,3235
4291907563,3199
4295907573,3128
4299907582,3006
4303907593,3644
4307907569,5305
4311907566,4047
4315907579,4682
4319907566,5405
4323907567,4495
4327907564,4801
4329771171,2217
4331907582,16123
4335907557,5501
4339907571,4654
4343907556,5259
4347907587,5584
4351907565,3453
4355907562,3635
4359907581,3261
4363907562,4329
4367907580,5170
4371907581,4982
4375907580,3443
4379907577,4503
4383907578,4365
4387907586,3555
4391907583,3043
4395907581,3032
4399907595,3229
4403907581,3119
4407907565,3085
4411907576,3327
4415907578,4733
4419907590,3213
4423907570,3134
4427907564,3882
4431907571,3787
4435907571,3377
4439907578,4308
4443907566,3039
4447907559,4501
4451907588,4178
4455907570,3118
4459907594,3351
4463907570,3392
4467907576,4645
4471907591,5013
4475907585,3235
4479907582,3723
4483907575,3481
4487907565,3311
4491907576,3561
4495907583,12420
4499907582,4203
4503907594,3280
4507907591,3643
4511907578,5033
4515907588,6461
4519907584,3088
4523907569,3004
4527907563,3411
4531907585,3382
4535907577,3114
4539907558,3101
4543907579,2975
4547907567,3168
4551907574,4098
4555907574,5839
4559907568,22855
4563907582,4596
4567907585,3292
4571907573,3995
4575907588,3364
4579907582,4644
4583907584,6123
4587907577,4484
4591907570,3526
4595907587,14894
4599907581,4130
4603907586,4420
4607907567,4123
4611907589,3371
4615907567,3031
4619907561,6701
4623907580,3942
4627907576,3766
4631907594,5461
4635907589,4746
4639907588,3469
4643907571,3636
4647907565,3706
4651907567,3040
4655907582,2968
4659907595,4272
4663907560,3355
4667907590,2892
4671907577,3606
4675907593,3308
4679907574,4123
4683907566,3900
4687907585,5145
4691907588,3939
4695907597,3045
4699744357,28912
4699907584,4299
4700862582,7434
4703907582,3515
4707907573,3524
4711907571,3387
4715907570,3071
4719907573,3185
4723907568,5671
4727907583,6062
4731907605,4122
4735907589,5201
4739907607,6376
4743907581,4019
4747907592,4378
4751907590,19590
4755907594,4810
4759907587,3429
4763907590,4698
4767907582,3308
4771907562,3846
4775813616,9035
4775907619,3284
4779907586,3407
4783907570,3173
4787907580,3341
4791907575,3390
4795907582,3079
4799907565,4148
4803907581,3362
4807907570,3247
4811907574,3081
4815907559,11459
4819907580,4131
4823907587,5200
4827907565,7045
4831907587,2989
4835907563,3359
4839907556,3158
4843907588,2907
4847907568,4611
4851907568,5510
4855907568,3733
4859907581,7227
4863907577,14084
4867907577,17639
4871907562,5296
4875907587,4468
4879907574,14035
4883907587,4613
4887907606,3435
4891907568,3014
4895907569,3108
4899907579,3422
4903907589,3072
4907907595,3149
4911907579,3067
4915907580,4149
4919907559,4802
4923907560,4013
4927907579,2998
4931907562,3091
4935907580,3107
4939907562,3232
4943907569,3854
4947907577,3247
4951907570,3201
4955907586,3032
4959907575,3098
4963907577,3176
4967907564,3437
4971907582,3906
4975907586,2947
4979907567,4412
4983907594,3494
4987907575,4453
4991907586,2963
4995907592,3129
4999907579,3166
5003907594,3107
5007907574,2985
5011907589,5015
5015907572,5488
5019907591,3555
5023907567,3077
5027907582,5785
5031907575,3223
5035907583,3019
5039907561,4880
5043907583,3244
5047907561,3374
5051907589,3028
5055907588,2852
5059907571,3358
5063907579,3257
5067907570,3045
5071907577,2969
5075907583,4177
5079907573,3843
5083907577,4216
5087907585,3912
5091907564,3557
5095907572,3304
5099907569,4149
5103907579,2983
5107907582,3343
5111907569,3101
5115907579,3120
5119907566,3087
5123907577,3662
5127907570,3132
5131907582,3417
5135907589,3012
5139907591,5320
5143907566,4910
5147907583,5060
5151907557,3990
5155907580,5570
5159907577,6948
5163907580,4759
5167907556,4753
5171907590,4178
5175907574,4804
5179907588,5257
5183907583,3411
5187907582,3391
5191907569,3957
5195907563,3096
5199907583,4443
5203907579,3365
5207907571,3600
5211907575,3285
5215907587,3375
5219907575,4367
5223907565,3051
5227907575,2972
5231907589,5093
5235907568,4130
5239907590,3164
5243907565,3141
5247907580,3167
5251907588,3148
5255907582,4965
5259907586,4016
5263907587,16277
5267907582,4194
5271907577,3829
5275907595,4082
5279907578,6679
5283907596,5462
5287907597,3681
5291907579,4996
5295907601,18487
5298424243,4752
5299907580,4300
5303907583,3945
5307907578,5355
5311907595,4173
5315907605,5044
5319907594,3875
5323907575,4864
5327907593,4264
5331907590,13846
5335907581,4355
5339907600,5771
5343907582,4112
5347907589,5422
5351907586,4109
5355907591,4401
5359907596,5010
5360048158,2509
5363907561,3274
5367907573,2997
5371907582,2920
5375907568,3211
5379907568,3207
5383907593,3014
5387907587,4072
5391907581,3178
5395907573,3414
5399907581,4264
5403907578,3186
5407907583,3239
5411907561,3764
5415907569,3130
5419907571,2982
5423907590,3125
5427907588,3125
5431907570,3048
5435907569,4779
5439907580,3061
5443907566,3065
5447907565,3209
5451907562,3514
5455907577,9853
5459907574,4134
5463907569,3039
5467907567,3016
5471907568,3657
5475907562,3126
5479907585,3373
5483907568,3205
5487907582,3456
5491907580,4112
5495907557,3713
5499907578,2938
5503907588,3088
5507907583,3155
5511907567,3295
5515907595,5967
5519907582,6125
5523907589,4086
5527907583,4343
5531907583,3407
5535907578,3672
5539907574,3494
5543907569,3288
5547907575,3384
5551907582,21854
5555907566,4369
5559907564,3459
5563907560,3972
5567907564,3055
5571907571,2995
5575907577,3185
5579907574,4073
5583907575,3075
5587907590,5266
5591907568,4531
5595907588,25342
5599907583,6762
5603907587,5047
5607907603,4866
5611907590,6295
5615907573,8322
5619907590,5771
5623907603,4445
5627907577,4575
5631907573,4583
5635907601,3995
5639907599,11133
5643907570,4317
5647907583,3617
5651907579,3144
5655907577,2949
5659907580,3000
5663907594,15766
5667907576,3235
5671907572,2928
5675907588,3731
5679907586,3541
5683907564,2867
5687907588,3963
5691907589,4285
5695907583,3365
5699907576,5263
5703907588,6479
5707907598,4698
5711907588,3898
5715907585,5073
5719907589,3972
5723907586,4538
5727907592,3789
5731907599,4163
5735907594,4131
5739907608,4540
5743907580,3642
5747907593,4368
5751907597,3019
5755907566,3038
5759907585,4291
5763907568,3161
5767907579,3006
5771907576,3005
5775907593,3193
5779907586,3042
5783907578,2907
5787907577,3248
5791907574,3675
5795907582,3040
5799907569,2922
5803907589,4180
5807907578,3029
5811907578,3127
5815907586,2896
5819907581,4309
5823907586,3483
5827907588,4413
5831907588,3011
5835907591,3050
5837206592,32393
5837242409,7514
5839907590,5771
5843907585,6137
5847907573,3632
5851907567,3630
5855907578,3243
5859907587,3181
5863907570,3095
5867907574,8631
5871907579,3386
5875907577,5576
5879907575,5646
5883907580,4044
5887907581,4351
5891907579,4351
5895907564,4418
5899907582,3643
5903907589,18844
5907907576,6363
5911907584,4418
5915907603,5245
5919907577,4039
5923907564,3200
5927907577,3187
5931907591,3099
5935907582,4199
5939907586,7338
5943907575,4544
5947907587,4428
5951907574,3318
5955907592,3582
5959907591,3303
5963907577,3550
5967907559,3201
5971907572,3196
5975907563,3524
5979907566,3280
5983907564,3269
5987907574,3353
5991907581,3112
5995907589,3229
5999907575,4814
6003907573,3463
6007907586,3221
6011907587,4060
6015907563,3614
6019907577,3202
6023907594,3059
6027907563,4266
6031907571,5326
6035907585,6060
6039907573,3700
6043907573,3442
6047907569,6549
6051907575,3571
6055907578,3195
6059907562,5104
6063907583,3475
6067907581,3187
6071907579,3401
6075907594,3451
6079907587,3771
6083907576,3034
6087907587,3345
6091907568,3154
6095907569,3886
6099907584,3936
6103907572,5554
6107907577,4726
6111907593,3874
6115907595,6112
6119907601,4501
6123907570,3883
6127907588,4298
6131907587,3198
6135907585,3048
6139907573,3479
6143907582,3187
6147907571,3211
6151907577,3227
6155907568,3173
6159907572,3104
6163907565,3354
6167907570,4011
6171907566,3070
6175907567,3304
6179907567,4056
6183907576,3428
6187907556,3520
6191907570,4072
6195907558,3045
6199907560,3779
6203907555,3095
6207907571,3229
6211907589,3265
6215907571,3911
6219907573,5873
6223907557,3328
6227907585,3295
6231907585,3137
6235907591,3098
6239907579,4606
6243907561,3846
6247907584,5049
6251907571,5425
6255907573,3237
6259907581,3530
6263907579,4713
6267907589,3090
6271907575,3090
6275907563,3204
6279907591,3524
6283907582,3008
6287907571,3401
6291907580,3289
6295907572,3018
6299907582,4040
6303907586,5919
6307907611,4974
6311907580,3906
6315907576,4360
6319907574,5463
6323907589,5822
6327907590,4187
6331907589,12859
6335907589,4162
6339907592,5062
6343907580,3889
6347907584,4361
6351907601,3222
6355907587,3052
6359907567,4045
6363907575,3327
6367907569,3067
6371907570,3109
6375907591,2967
6379907570,3293
6383907566,3100
6387907569,3819
6391907583,2919
6395907571,3248
6399907583,3154
6403907573,3102
6407907572,2962
6411907569,3274
6415907573,3215
6419907574,3934
6423907578,3010
6427907579,3790
6431907576,3087
6435907592,2880
6439907573,2959
6443907577,3163
6447907564,3231
6451907592,4115
6455907575,4907
6459907569,3381
6463907564,3211
6467907569,3055
6471907587,3437
6475907567,3181
6479907590,3952
6483907580,3474
6487907578,3676
6491907559,3045
6495907557,3204
6499907585,4315
6503907612,5415
6507907604,4649
6511907586,4563
6515907587,6286
6519907586,4814
6523907577,5550
6527907601,4301
6531907594,5691
6535907592,4129
6539907580,5615
6543907585,25352
6547907583,3543
6551907561,3184
6555907571,6167
6559907579,4351
6563907574,5115
6567907579,4147
6571907600,4497
6575907578,3898
6579907585,4405
6583907603,5179
6587907589,3743
6591907568,3003
6595907566,12321
6599907583,5151
6603907582,3853
6607907594,3188
6611907571,3108
6615907565,4199
6619907607,5089
6623907591,3644
6627907579,3769
6631907571,4962
6635907578,11984
6639907564,4918
6643907601,4221
6647907579,4647
6651907596,4249
6655907588,4038
6659907595,7912
6663907592,5779
6667907588,5024
6671907586,4151
6675907586,4970
6679907580,3931
6683907589,4604
6687907577,4823
6691907597,4388
6695907589,4334
6699907580,6022
6703907586,16522
6707907585,5416
6711907589,3895
6715907575,4475
6719907587,5387
6723907583,4501
6727907604,3856
6731907571,3836
6735907610,22397
6739907578,5586
6743907587,3723
6747907575,3750
6751907575,5091
6755907580,4188
6759907566,4806
6763907599,3764
6767907578,22338
6771907587,3449
6775907594,4026
6779907584,4734
6783907568,3106
6787907593,3640
6791907582,5063
6795907583,5095
6799907580,4153
6803907581,3689
6807907566,3547
6811907573,3352
6815907592,3563
6819907575,4582
6823907570,3428
6827907588,3883
6831907595,13289
6835907573,5343
6839907571,5248
6843907569,4679
6847907571,3331
6851907564,4564
6855907570,4392
6859907572,4254
6863907596,5308
6867907589,12848
6871907591,3598
6875907575,3594
6879907589,3142
6883907573,3870
6887907583,4239
6891907596,3328
6895907562,3273
6899907566,4558
6903907573,3268
6907907578,3284
6911907573,3318
6915907572,3431
6919907579,3177
6923907560,3344
6927907570,10605
6931907587,3248
6935907568,4257
6939907588,5089
6943907561,3343
6947907580,4259
6951907585,3889
6955907603,3231
6959907584,4348
6963907576,3436
6967907586,3757
6969917349,4674
